multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
1716,BP717,2020-03-08,19:14,94.0,40,AV SIEMPRE VIVA,R03,PAGADA,54.0,52.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
1720,M431ZW,2021-10-26,10:12,86.0,60,AV LIBERTADOR,R01,ERROR,26.0,23.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1729,HF58HXP,2020-02-14,19:15,97.0,60,RUTA 9,R01,PAGADA,37.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
1733,UM96201,2020-03-20,19:15,125.0,80,AV LIBERTADOR,R02,APELADA,45.0,41.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
1735,AI7OVF,2020-05-01,00:00,151.0,80,AV SIEMPRE VIVA,R02,ERROR,71.0,67.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,83.33
1736,BP717,2021-01-23,19:15,65.0,40,AV LIBERTADOR,R03,IMPAGA,25.0,23.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
1737,81ZFJD,2023-10-06,00:00,87.0,40,AV LIBERTADOR,R03,APELADA,47.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
1743,MVU4688,1932-01-01,19:16,72.0,40,AV SIEMPRE VIVA,R03,ERROR,32.0,30.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1746,HF58HXP,2023-10-01,00:00,112.0,40,RUTA 9,R03,PAGADA,72.0,70.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
1748,BP717,2023-04-25,10:13,139.0,80,AV SIEMPRE VIVA,R03,IMPAGA,59.0,55.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
1754,6611172,2023-02-19,10:14,89.0,60,AV SIEMPRE VIVA,R02,APELADA,29.0,26.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1761,GCP332,2020-08-02,09:12,89.0,40,AV SIEMPRE VIVA,R01,APELADA,49.0,47.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
1763,GCP332,2020-06-11,10:15,110.0,40,RUTA 9,R02,ERROR,70.0,68.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
1765,BHRP770,2021-04-19,15:04,104.0,80,RUTA 9,,ERROR,24.0,20.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
1777,81ZFJD,1932-01-01,19:17,116.0,60,AV LIBERTADOR,R01,ERROR,56.0,53.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
1778,MVU4688,2020-09-07,19:17,84.0,60,AV SIEMPRE VIVA,,IMPAGA,24.0,21.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1779,J1S1,2023-05-21,10:15,112.0,40,AV SIEMPRE VIVA,R01,ERROR,72.0,70.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
1790,CT5B876,2023-03-24,15:05,59.0,40,AV LIBERTADOR,R03,PAGADA,19.0,17.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
1792,CT5B876,2021-07-09,15:05,132.0,60,AV LIBERTADOR,,IMPAGA,72.0,69.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
1793,GOOGLE,1932-01-01,19:17,129.0,80,AV LIBERTADOR,R02,ERROR,49.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1804,MVU4688,2023-03-21,09:13,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,13.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1806,FD1475,1932-01-01,15:06,82.0,60,AV SIEMPRE VIVA,R03,IMPAGA,22.0,19.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
1817,VNK296GP,2021-08-22,00:00,88.0,40,AV SIEMPRE VIVA,R02,APELADA,48.0,46.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
1822,GCP332,1932-01-01,09:13,101.0,80,AV LIBERTADOR,R03,APELADA,21.0,17.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
1832,J1S1,2022-05-31,09:14,48.0,40,RUTA 9,R02,APELADA,8.0,6.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
1833,MVU4688,2022-10-30,00:00,74.0,60,RUTA 9,R01,APELADA,14.0,11.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1840,3646HBH,1932-01-01,09:15,86.0,40,AV LIBERTADOR,R03,APELADA,46.0,44.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
1845,W326AVE,1932-01-01,09:15,78.0,60,AV LIBERTADOR,R03,PAGADA,18.0,15.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
1847,BHRP770,2021-04-07,09:16,67.0,40,RUTA 9,R03,APELADA,27.0,25.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
1853,HF3461,2021-07-16,00:00,79.0,60,AV SIEMPRE VIVA,,PAGADA,19.0,16.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1857,GCP332,1932-01-01,00:00,159.0,80,RUTA 9,R01,IMPAGA,79.0,75.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
1865,MVU4688,2023-02-25,00:00,88.0,60,AV SIEMPRE VIVA,R02,IMPAGA,28.0,25.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1872,GCP332,2021-02-28,15:08,96.0,40,RUTA 9,R03,ERROR,56.0,54.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
1904,M431ZW,2021-05-23,00:00,66.0,40,AV SIEMPRE VIVA,,APELADA,26.0,24.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1907,2999961,1932-01-01,10:20,157.0,80,RUTA 9,R03,IMPAGA,77.0,73.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1914,HF58HXP,2023-02-07,00:00,78.0,40,AV LIBERTADOR,R01,PAGADA,38.0,36.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
1915,MVU4688,2022-06-01,15:10,79.0,60,AV SIEMPRE VIVA,R02,APELADA,19.0,16.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1921,M431ZW,1932-01-01,09:19,105.0,60,AV SIEMPRE VIVA,R03,PAGADA,45.0,42.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1936,GOOGLE,2021-08-20,09:20,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1939,BB8986,2023-01-23,19:21,101.0,60,RUTA 9,,ERROR,41.0,38.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
1948,CT5B876,1932-01-01,19:22,155.0,80,RUTA 9,R01,APELADA,75.0,71.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
1953,FVIOUHP,1932-01-01,09:20,115.0,60,AV SIEMPRE VIVA,R03,IMPAGA,55.0,52.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,85.71
1956,VY90540,2022-06-21,00:00,46.0,40,RUTA 9,R02,ERROR,6.0,4.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
1958,GCP332,2021-06-07,00:00,124.0,80,AV LIBERTADOR,R01,APELADA,44.0,40.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
1970,VY90540,2022-02-13,09:21,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
1985,M431ZW,1932-01-01,19:25,137.0,80,AV SIEMPRE VIVA,R01,ERROR,57.0,53.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1989,W326AVE,2022-10-12,15:12,109.0,40,AV LIBERTADOR,R03,APELADA,69.0,67.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
1990,BB8986,1932-01-01,10:23,121.0,80,AV SIEMPRE VIVA,,ERROR,41.0,37.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
1999,XIIUME,2021-01-01,10:24,131.0,80,AV LIBERTADOR,R02,ERROR,51.0,47.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2000,CT5B876,2021-06-20,19:25,86.0,40,RUTA 9,R01,APELADA,46.0,44.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
2002,HF3461,2021-04-10,10:24,100.0,80,RUTA 9,R01,APELADA,20.0,16.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2008,W326AVE,2022-09-19,15:13,93.0,60,AV LIBERTADOR,R02,APELADA,33.0,30.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
2009,3646HBH,2023-03-05,00:00,120.0,60,AV SIEMPRE VIVA,R02,IMPAGA,60.0,57.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2017,M431ZW,2023-09-19,00:00,122.0,80,RUTA 9,R03,ERROR,42.0,38.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2019,UM96201,2023-06-23,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,72.0,70.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2026,HK06YMX,1932-01-01,19:27,116.0,40,RUTA 9,,ERROR,76.0,74.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
2029,6611172,1932-01-01,09:23,115.0,80,AV LIBERTADOR,,PAGADA,35.0,31.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2036,3646HBH,2020-10-19,09:23,86.0,40,RUTA 9,R01,ERROR,46.0,44.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2040,FD1475,1932-01-01,19:28,97.0,60,AV SIEMPRE VIVA,R01,IMPAGA,37.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
2042,XIIUME,2022-09-11,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,21.0,18.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2044,6611172,1932-01-01,09:24,155.0,80,AV SIEMPRE VIVA,R02,IMPAGA,75.0,71.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2055,W326AVE,1932-01-01,19:28,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
2060,VNK296GP,2023-10-26,19:29,149.0,80,RUTA 9,R02,PAGADA,69.0,65.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
2075,CT5B876,1932-01-01,19:29,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
2081,BM351,2023-01-22,00:00,96.0,60,AV LIBERTADOR,R03,APELADA,36.0,33.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
2082,VY90540,2022-06-01,09:25,58.0,40,AV SIEMPRE VIVA,R02,ERROR,18.0,16.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
2107,BB8986,2021-09-29,10:27,91.0,80,RUTA 9,R02,APELADA,11.0,7.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
2112,HK06YMX,1932-01-01,10:27,148.0,80,AV SIEMPRE VIVA,R03,APELADA,68.0,64.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
2113,BP717,1932-01-01,09:27,92.0,40,RUTA 9,,ERROR,52.0,50.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
2118,FD1475,2022-01-27,00:00,106.0,60,AV LIBERTADOR,R01,IMPAGA,46.0,43.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
2120,2999961,2022-08-03,09:27,139.0,60,RUTA 9,R02,APELADA,79.0,76.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
2123,J1S1,2021-04-06,19:30,44.0,40,AV SIEMPRE VIVA,R01,IMPAGA,4.0,2.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
2141,HK06YMX,2022-03-15,10:29,149.0,80,AV LIBERTADOR,R01,IMPAGA,69.0,65.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
2147,6611172,2021-01-20,00:00,93.0,40,AV LIBERTADOR,R02,ERROR,53.0,51.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2154,FD1475,2020-04-21,10:30,82.0,60,RUTA 9,R02,PAGADA,22.0,19.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
2156,AI7OVF,1932-01-01,09:28,113.0,80,AV LIBERTADOR,R02,ERROR,33.0,29.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,83.33
2161,VY90540,2021-05-15,10:30,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,53.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
2170,BB8986,2023-05-07,09:29,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
2180,BHRP770,2022-09-04,09:30,79.0,40,AV LIBERTADOR,R03,ERROR,39.0,37.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
2181,UM96201,2021-06-07,19:33,116.0,40,AV SIEMPRE VIVA,R01,ERROR,76.0,74.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2185,GOOGLE,2022-05-18,10:31,144.0,80,AV LIBERTADOR,,ERROR,64.0,60.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
2186,M431ZW,2022-05-28,15:17,115.0,40,AV LIBERTADOR,,ERROR,75.0,73.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2188,XIIUME,2022-01-23,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2192,589222,2024-01-11,10:31,89.0,60,AV SIEMPRE VIVA,R02,PAGADA,29.0,26.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
2198,81ZFJD,2021-12-17,09:30,143.0,80,AV LIBERTADOR,R02,ERROR,63.0,59.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
2199,3646HBH,2020-03-26,10:31,145.0,80,AV LIBERTADOR,,PAGADA,65.0,61.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2213,M431ZW,2023-02-08,00:00,108.0,80,AV LIBERTADOR,R01,IMPAGA,28.0,24.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2217,BP717,2023-07-12,09:31,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
2225,HF3461,1932-01-01,10:33,81.0,60,RUTA 9,R03,PAGADA,21.0,18.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2226,UM96201,2021-07-08,00:00,106.0,40,AV LIBERTADOR,R02,PAGADA,66.0,64.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2230,GOOGLE,2023-03-13,09:31,115.0,40,AV SIEMPRE VIVA,,PAGADA,75.0,73.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
2237,MPX9357,2020-12-09,15:19,84.0,60,AV LIBERTADOR,R01,APELADA,24.0,21.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2239,J1S1,1932-01-01,09:31,127.0,80,AV LIBERTADOR,R03,APELADA,47.0,43.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
2246,FVIOUHP,2022-02-23,00:00,110.0,60,AV SIEMPRE VIVA,,ERROR,50.0,47.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,85.71
2248,BM351,2021-08-12,15:19,112.0,60,RUTA 9,R03,PAGADA,52.0,49.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
2260,VNK296GP,2021-04-16,10:34,126.0,60,AV LIBERTADOR,R02,PAGADA,66.0,63.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
2261,6611172,1932-01-01,15:20,136.0,80,AV LIBERTADOR,R02,PAGADA,56.0,52.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2270,HF58HXP,2022-08-16,19:37,101.0,80,AV SIEMPRE VIVA,,ERROR,21.0,17.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
2278,MVU4688,2021-03-05,09:33,105.0,80,AV LIBERTADOR,,ERROR,25.0,21.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
2281,FD1475,2020-07-06,09:33,67.0,40,AV SIEMPRE VIVA,R03,ERROR,27.0,25.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
2286,MPX9357,1932-01-01,09:34,66.0,40,RUTA 9,,IMPAGA,26.0,24.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2288,81ZFJD,1932-01-01,10:35,114.0,40,AV SIEMPRE VIVA,R02,IMPAGA,74.0,72.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
2296,3646HBH,1932-01-01,10:36,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2305,589222,2020-12-15,15:22,134.0,60,AV LIBERTADOR,,APELADA,74.0,71.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
2310,M431ZW,2022-02-25,00:00,89.0,80,AV LIBERTADOR,R01,ERROR,9.0,5.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2311,BP717,1932-01-01,15:22,132.0,60,AV SIEMPRE VIVA,R03,APELADA,72.0,69.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
2314,81ZFJD,2021-03-23,15:23,106.0,60,AV LIBERTADOR,R03,ERROR,46.0,43.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
2333,BM351,2022-12-18,10:37,50.0,40,AV SIEMPRE VIVA,R03,PAGADA,10.0,8.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
