multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa
3033,M VU 4688,17/02/2020,15:48,,60,av libertador,R02,PAGADA
3034,810 TCH,invalid_date,11:04 AM,54.0,60,av libertador,R02,PAGADA
3035,AWS 167,2023/09/29,11:04 AM,,40,ruta 9,,APELADA
3036,990 XYK,invalid_date,20:08,93.0,80,Av. Libertador,R02,APELADA
3037,GOOGLE,2023/02/22,20:09,86.0,40,Av. Libertador,R02,IMPAGA
3038,BHRP 770,invalid_date,invalid_hour,,40,Av. Siempre Viva,R01,APELADA
3039,BB 8986,2022/12/21,invalid_hour,,40,Ruta 9,R01,APELADA
3040,BM -351,invalid_date,20:09,111.0,80,Ruta 9,R02,APELADA
3041,OUTSTDN,invalid_date,15:48,,80,av libertador,,IMPAGA
3042,T0Y DR,2023/04/28,invalid_hour,73.0,60,Ruta 9,,IMPAGA
3043,J1S1,2020/06/28,10:05,,60,Av Siempre Viva,R02,ERROR
3044,CBM UK,2022/01/28,invalid_hour,32.0,40,Av. Siempre Viva,R03,PAGADA
3045,B 81 JKY,2023-10-22,11:04 AM,32.0,40,Av Siempre Viva,R01,IMPAGA
3046,GLEN1E,2023/04/23,20:09,76.0,40,Av Siempre Viva,R03,ERROR
3047,AI7 OVF,24/06/2020,15:48,,80,Av. Libertador,R02,ERROR
3048,HF 3461,2020-09-19,invalid_hour,,60,Av. Siempre Viva,R02,ERROR
3049,RFH 373,invalid_date,invalid_hour,150.0,80,Ruta 9,,APELADA
3050,PIW 4215,invalid_date,invalid_hour,,40,Ruta 9,R01,APELADA
3051,CBM UK,invalid_date,20:09,99.0,80,ruta 9,,IMPAGA
3052,66 111 72,2023-04-15,15:48,33.0,40,Av Siempre Viva,R03,APELADA
3053,M VU 4688,2021-03-29,10:05,105.0,60,Ruta 9,R03,PAGADA
3054,AWS 167,invalid_date,10:05,81.0,40,Av. Libertador,R03,IMPAGA
3055,YLO8 WUE,invalid_date,invalid_hour,108.0,80,Av. Libertador,R02,IMPAGA
3056,6EVY261,invalid_date,20:09,,80,Av Siempre Viva,R01,PAGADA
3057,8B90638,03/07/2020,invalid_hour,139.0,60,Ruta 9,,PAGADA
3058,UW3932,invalid_date,15:48,93.0,80,Ruta 9,,IMPAGA
3059,831 MDB,2021/08/29,invalid_hour,109.0,40,AV LIBERTADOR,R03,ERROR
3060,66 111 72,2022/02/16,11:04 AM,,80,Ruta 9,R02,ERROR
3061,CD 056 01,16/06/2023,20:10,,60,Av Siempre Viva,R02,ERROR
3062,810 TCH,15/06/2021,10:05,,60,Av. Libertador,R01,IMPAGA
3063,29 999 61,invalid_date,20:10,,80,Av Siempre Viva,R02,APELADA
3064,FD 1475,2023/09/01,20:10,108.0,80,Av. Libertador,R02,APELADA
3065,GE 1466,2022-01-28,15:49,,60,Av. Libertador,R02,ERROR
3066,VY 90 540,2023/12/11,20:10,102.0,40,Av. Libertador,R02,PAGADA
3067,T0Y DR,2021-06-08,invalid_hour,110.0,80,AV LIBERTADOR,R03,APELADA
3068,M20 CPR,invalid_date,11:05 AM,115.0,40,Av. Libertador,,PAGADA
3069,WU08 YWC,invalid_date,invalid_hour,,80,Av. Siempre Viva,R02,APELADA
3070,PIW 4215,2020/11/10,10:05,74.0,60,Ruta 9,,ERROR
3071,B 81 JKY,2023/05/09,11:05 AM,,40,Av Siempre Viva,R03,APELADA
3072,UW3932,2023-01-05,invalid_hour,49.0,40,Av. Siempre Viva,R03,APELADA
3073,691 XC 80,invalid_date,20:10,120.0,60,Av. Siempre Viva,,ERROR
3074,AI7 OVF,invalid_date,11:05 AM,31.0,40,av libertador,R01,IMPAGA
3075,810 TCH,2023-06-17,20:11,109.0,80,AV LIBERTADOR,,ERROR
3076,99 998 68,30/01/2021,invalid_hour,118.0,40,Av Siempre Viva,R02,ERROR
3077,B 81 JKY,2023-06-19,invalid_hour,112.0,40,Av Siempre Viva,R01,IMPAGA
3078,99 998 68,invalid_date,invalid_hour,,60,Av. Libertador,,PAGADA
3079,BHRP 770,2021-10-27,20:11,,60,AV LIBERTADOR,,PAGADA
3080,FD 1475,invalid_date,10:06,,80,av libertador,,IMPAGA
3081,GN64 OTP,2021-10-15,10:06,33.0,40,Ruta 9,R01,IMPAGA
3082,M43 1ZW,2022-01-29,10:06,,60,Av. Siempre Viva,R03,APELADA
3083,VTII AHV,2022-10-09,20:11,94.0,60,ruta 9,R03,PAGADA
3084,CT5 B876,2020/08/08,20:11,85.0,40,av libertador,,APELADA
3085,M20 CPR,2024/02/08,15:49,,40,av libertador,,ERROR
3086,GE 1466,invalid_date,10:06,76.0,40,ruta 9,R03,APELADA
3087,B 81 JKY,21/12/2022,20:11,82.0,40,av libertador,R03,IMPAGA
3088,HAMSTUR,invalid_date,10:06,94.0,40,Av. Libertador,,ERROR
3089,TL03 GOG,2020-06-14,15:49,106.0,60,AV LIBERTADOR,,IMPAGA
3090,X IIUME,18/07/2020,10:07,,60,Av. Siempre Viva,,APELADA
3091,589222,2023-07-05,invalid_hour,121.0,60,AV LIBERTADOR,,IMPAGA
3092,WU08 YWC,invalid_date,10:07,,40,Av. Libertador,R01,APELADA
3093,INTIGR8,22/08/2022,15:49,107.0,80,av libertador,R02,IMPAGA
3094,T0Y DR,2021/08/14,15:49,91.0,60,ruta 9,,ERROR
3095,810 TCH,2020/05/06,20:12,48.0,40,AV LIBERTADOR,R02,IMPAGA
3096,MX60 NZA,2021-12-18,15:50,31.0,40,Av. Libertador,R03,PAGADA
3097,81-ZF-JD,10/03/2023,invalid_hour,,80,av libertador,R02,PAGADA
3098,YLO8 WUE,26/07/2021,invalid_hour,,60,Ruta 9,R01,APELADA
3099,0695 DVH,invalid_date,invalid_hour,,60,ruta 9,,PAGADA
3100,NTHG LFT,30/09/2020,20:12,90.0,60,Av. Libertador,R01,PAGADA
3101,409,invalid_date,invalid_hour,93.0,40,Av Siempre Viva,,IMPAGA
3102,BHRP 770,2021-04-11,20:12,55.0,40,Ruta 9,,PAGADA
3103,589222,2022-05-20,20:12,84.0,80,Av. Siempre Viva,R03,ERROR
3104,UM 96 201,2024-01-28,20:12,90.0,60,Av. Siempre Viva,,APELADA
3105,CD 056 01,2020-08-01,10:07,,40,av libertador,R01,IMPAGA
3106,PIW 4215,08/06/2021,invalid_hour,61.0,60,AV LIBERTADOR,R02,IMPAGA
3107,0695 DVH,2024-01-28,20:13,,80,AV LIBERTADOR,R03,IMPAGA
3108,GE 1466,2024-01-12,11:05 AM,,60,Av Siempre Viva,R01,ERROR
3109,8B90638,2024/01/15,20:13,68.0,60,Av. Libertador,R02,IMPAGA
3110,0695 DVH,2020/08/14,invalid_hour,114.0,40,ruta 9,,IMPAGA
3111,DK 414 N,2023/10/07,11:05 AM,85.0,40,Av. Libertador,R02,IMPAGA
3112,M PX 9357,2020/12/01,invalid_hour,69.0,40,av libertador,,ERROR
3113,T0Y DR,2023/07/02,15:50,122.0,60,Ruta 9,R03,ERROR
3114,VTII AHV,26/01/2022,invalid_hour,92.0,80,Av Siempre Viva,,PAGADA
3115,RFH 373,2020/04/17,invalid_hour,,60,Av Siempre Viva,R02,APELADA
3116,BM -351,09/10/2020,11:06 AM,,60,Av. Libertador,R01,IMPAGA
3117,OUTSTDN,2023/02/23,11:06 AM,53.0,40,Av. Libertador,R02,IMPAGA
3118,990 XYK,2023/09/05,15:50,58.0,60,AV LIBERTADOR,R02,APELADA
3119,HK 06 YMX,invalid_date,11:06 AM,,60,ruta 9,,PAGADA
3120,VY 90 540,invalid_date,invalid_hour,36.0,40,Av. Siempre Viva,,APELADA
3121,UM 96 201,2020/05/27,15:50,,40,Av Siempre Viva,R02,IMPAGA
3122,J1S1,invalid_date,11:06 AM,91.0,60,Av. Siempre Viva,R01,APELADA
3123,,2023/01/13,20:13,,60,Av Siempre Viva,R03,ERROR
3124,M20 CPR,09/08/2022,invalid_hour,,60,Av Siempre Viva,R03,APELADA
3125,6EVY261,2022-12-05,invalid_hour,138.0,60,Av. Libertador,R01,ERROR
3126,3646 HBH,2020/02/02,11:06 AM,,60,Av. Siempre Viva,R01,IMPAGA
3127,M PX 9357,26/01/2020,11:07 AM,50.0,40,av libertador,R02,ERROR
3128,831 MDB,16/12/2023,invalid_hour,60.0,40,Av Siempre Viva,R01,PAGADA
3129,UM 96 201,2022/02/26,11:07 AM,,60,AV LIBERTADOR,R03,IMPAGA
3130,WU08 YWC,04/01/2021,10:07,,80,ruta 9,R03,APELADA
3131,HF 3461,16/09/2021,11:07 AM,81.0,80,ruta 9,R01,ERROR
3132,HAMSTUR,invalid_date,11:07 AM,,80,Av. Siempre Viva,R02,IMPAGA
3133,CD 056 01,22/12/2020,20:13,,60,av libertador,,APELADA
3134,W326 AVE,07/09/2022,11:07 AM,,80,AV LIBERTADOR,R03,APELADA
3135,UW3932,2022/11/29,15:50,,60,av libertador,,PAGADA
3136,810 TCH,invalid_date,15:51,,40,Ruta 9,,PAGADA
3137,N HZ 1002,2022/11/26,11:08 AM,65.0,60,av libertador,R02,APELADA
3138,PIW 4215,invalid_date,15:51,82.0,60,ruta 9,R03,IMPAGA
3139,W326 AVE,2021-08-04,15:51,109.0,40,Av. Libertador,,ERROR
3140,BX 55 DOG,invalid_date,10:07,49.0,40,Av. Siempre Viva,,ERROR
3141,WE FLYN,2023/08/15,15:51,,80,Ruta 9,,PAGADA
3142,HAMSTUR,2022/03/10,15:51,133.0,80,Av. Siempre Viva,R02,APELADA
3143,W326 AVE,2023-05-02,invalid_hour,,40,ruta 9,R02,ERROR
3144,UW3932,invalid_date,11:08 AM,124.0,80,ruta 9,,PAGADA
3145,GCP332,invalid_date,10:08,,60,Av. Libertador,,ERROR
3146,3646 HBH,29/07/2021,11:08 AM,,60,Av. Siempre Viva,R01,APELADA
3147,PIW 4215,2020-09-11,invalid_hour,,60,Ruta 9,R03,ERROR
3148,GCP332,invalid_date,10:08,135.0,80,ruta 9,R02,ERROR
3149,INTIGR8,31/12/2023,15:52,130.0,80,Av Siempre Viva,R01,ERROR
3150,810 TCH,23/09/2023,invalid_hour,130.0,60,ruta 9,R02,APELADA
3151,GN64 OTP,2023/08/02,invalid_hour,,60,Av. Siempre Viva,R01,APELADA
3152,BB 8986,2023-06-25,11:08 AM,,40,av libertador,R01,ERROR
3153,N HZ 1002,2022-11-24,15:52,55.0,60,Av Siempre Viva,R02,ERROR
3154,OUTSTDN,2023/10/29,15:52,53.0,60,ruta 9,,IMPAGA
3155,HAMSTUR,2020-06-21,10:08,71.0,40,av libertador,R01,PAGADA
3156,TL03 GOG,02/05/2020,10:08,115.0,40,Av Siempre Viva,R02,ERROR
3157,810 TCH,15/11/2021,11:08 AM,96.0,60,Ruta 9,R01,ERROR
3158,DI2 LOT,2022/11/22,invalid_hour,75.0,40,av libertador,R02,APELADA
3159,WU 341 A,invalid_date,15:52,,80,Av Siempre Viva,R02,ERROR
3160,GLEN1E,2021/05/01,15:52,146.0,80,Av Siempre Viva,,PAGADA
3161,FVIO UHP,2024-01-24,20:13,130.0,80,Av. Siempre Viva,R03,IMPAGA
3162,HF 3461,28/02/2023,invalid_hour,124.0,60,av libertador,R03,IMPAGA
3163,,2021/07/17,20:14,135.0,60,ruta 9,R02,PAGADA
3164,6EVY261,2020/07/08,10:08,109.0,80,AV LIBERTADOR,,PAGADA
3165,3646 HBH,2023/10/28,invalid_hour,,40,Av. Siempre Viva,R02,IMPAGA
3166,BP717,2023/11/21,20:14,107.0,80,Av. Siempre Viva,R02,IMPAGA
3167,UW3932,2023/02/27,11:09 AM,,60,Av Siempre Viva,R03,ERROR
3168,M PX 9357,2020-12-19,20:14,43.0,40,Ruta 9,R01,APELADA
3169,J1S1,23/11/2021,11:09 AM,85.0,60,AV LIBERTADOR,R03,APELADA
3170,81-ZF-JD,invalid_date,20:14,82.0,80,AV LIBERTADOR,R01,APELADA
3171,3646 HBH,2024-02-03,20:14,131.0,80,Av. Libertador,R01,IMPAGA
3172,NTHG LFT,invalid_date,11:09 AM,,40,AV LIBERTADOR,R01,IMPAGA
3173,RFH 373,2022/07/16,15:53,,40,av libertador,R03,PAGADA
3174,GOOGLE,2020-01-27,10:09,,60,Av. Siempre Viva,R03,IMPAGA
3175,GE 1466,2023/07/25,invalid_hour,,60,Av Siempre Viva,,IMPAGA
3176,99 998 68,2022/06/01,11:09 AM,155.0,80,Av Siempre Viva,R03,APELADA
3177,WU 341 A,2020/12/21,15:53,103.0,60,ruta 9,R03,PAGADA
3178,BB 8986,11/12/2021,invalid_hour,,80,Av. Libertador,,ERROR
3179,GN64 OTP,27/10/2023,20:15,65.0,60,ruta 9,R01,PAGADA
3180,W326 AVE,2023-02-07,10:09,,60,Av. Libertador,,IMPAGA
3181,UM 96 201,2021-04-22,20:15,123.0,60,ruta 9,,PAGADA
3182,WU08 YWC,27/10/2021,11:09 AM,,60,Av Siempre Viva,,APELADA
3183,GLEN1E,28/03/2022,11:10 AM,,80,Av. Siempre Viva,,ERROR
3184,HF 3461,2020-04-25,invalid_hour,,40,AV LIBERTADOR,R02,APELADA
3185,NTHG LFT,2020-08-21,15:53,,80,Av. Libertador,R01,IMPAGA
3186,W326 AVE,2024/01/16,15:53,,60,ruta 9,R01,IMPAGA
3187,GCP332,2022/03/09,20:15,,80,Av. Libertador,R01,APELADA
3188,BHRP 770,09/02/2021,15:53,116.0,60,Av Siempre Viva,,APELADA
3189,YLO8 WUE,2021/09/18,invalid_hour,,40,AV LIBERTADOR,R03,IMPAGA
3190,691 XC 80,16/08/2020,11:10 AM,118.0,80,Ruta 9,R03,IMPAGA
3191,990 XYK,2020-10-31,invalid_hour,83.0,80,Av. Libertador,R03,ERROR
3192,B 81 JKY,2021-05-15,invalid_hour,73.0,60,ruta 9,R02,PAGADA
3193,409,2022/04/08,20:15,,80,AV LIBERTADOR,R02,APELADA
3194,BP717,invalid_date,20:15,82.0,40,ruta 9,R02,ERROR
3195,OUTSTDN,2023-03-22,20:16,157.0,80,Av. Siempre Viva,R01,APELADA
3196,BM -351,invalid_date,11:10 AM,128.0,60,Ruta 9,,IMPAGA
3197,M VU 4688,08/02/2023,20:16,,40,AV LIBERTADOR,,IMPAGA
3198,YLO8 WUE,2021-05-22,11:10 AM,151.0,80,AV LIBERTADOR,R02,PAGADA
3199,HF 58 HXP,2020/08/14,11:10 AM,81.0,80,av libertador,R02,ERROR
3200,29 999 61,2023/08/11,invalid_hour,126.0,80,av libertador,,PAGADA
3201,990 XYK,invalid_date,11:11 AM,,40,Av. Siempre Viva,,PAGADA
3202,M43 1ZW,03/01/2020,15:54,120.0,40,AV LIBERTADOR,,APELADA
3203,DI2 LOT,2020/10/09,15:54,92.0,80,Av. Siempre Viva,R02,APELADA
3204,FD 1475,21/03/2023,20:16,,60,Av. Libertador,,ERROR
3205,0695 DVH,24/02/2023,10:09,140.0,60,Ruta 9,,IMPAGA
3206,GN64 OTP,2020-05-15,20:16,,80,Av. Siempre Viva,R03,APELADA
3207,41 RS TZ,24/05/2022,invalid_hour,144.0,80,av libertador,R02,APELADA
3208,WE FLYN,2021-05-23,11:11 AM,112.0,60,Av. Libertador,R02,IMPAGA
3209,BM -351,12/09/2023,10:09,,60,av libertador,R01,APELADA
3210,41 RS TZ,2022/11/06,10:09,134.0,60,ruta 9,R01,IMPAGA
3211,T0Y DR,2020/10/05,20:16,,80,AV LIBERTADOR,R02,PAGADA
3212,,27/03/2023,20:17,,60,AV LIBERTADOR,R01,ERROR
3213,M20 CPR,invalid_date,10:10,,40,ruta 9,R03,PAGADA
3214,GCP332,invalid_date,20:17,,60,av libertador,R01,APELADA
3215,W326 AVE,invalid_date,invalid_hour,,60,Av Siempre Viva,R02,PAGADA
3216,BX 55 DOG,2020-01-20,20:17,,60,Av. Libertador,R02,ERROR
3217,HK 06 YMX,invalid_date,invalid_hour,136.0,60,Av. Libertador,,ERROR
3218,VNK296 GP,2021-07-26,20:17,37.0,40,Av. Libertador,R02,APELADA
3219,T0Y DR,22/05/2020,20:17,137.0,80,Av. Libertador,R03,IMPAGA
3220,57 777 70,12/10/2020,invalid_hour,,60,AV LIBERTADOR,,PAGADA
3221,BB 8986,2021/07/23,20:18,81.0,60,av libertador,R02,APELADA
3222,VTII AHV,2021-07-16,10:10,138.0,80,Av. Libertador,R02,APELADA
3223,NTHG LFT,2024/01/05,invalid_hour,34.0,40,Av. Siempre Viva,R02,PAGADA
3224,M PX 9357,invalid_date,20:18,,80,av libertador,R01,PAGADA
3225,M43 1ZW,2020/06/02,10:10,155.0,80,Av. Siempre Viva,R02,PAGADA
3226,29 999 61,2023-10-06,20:18,,80,ruta 9,R03,ERROR
3227,HF 3461,2021/08/31,10:10,,40,ruta 9,R02,ERROR
3228,AI7 OVF,2021/02/03,20:18,119.0,60,Ruta 9,R02,PAGADA
3229,GCP332,2023-05-27,10:10,,80,Ruta 9,R01,PAGADA
3230,BP717,07/11/2020,invalid_hour,,40,AV LIBERTADOR,R01,PAGADA
3231,HF 3461,2021-06-29,20:18,101.0,40,AV LIBERTADOR,R03,IMPAGA
3232,0695 DVH,2021-12-10,11:11 AM,,40,Av Siempre Viva,R03,APELADA
3233,HK 06 YMX,2022/09/03,11:11 AM,105.0,40,AV LIBERTADOR,,IMPAGA
3234,NTHG LFT,2022/01/26,invalid_hour,101.0,60,av libertador,R03,IMPAGA
3235,INTIGR8,2020-03-08,10:11,101.0,60,Av. Siempre Viva,R03,IMPAGA
3236,VY 90 540,2023/08/02,20:19,71.0,60,Av Siempre Viva,R01,ERROR
3237,810 TCH,2022/09/07,15:54,,60,Av. Libertador,R03,IMPAGA
3238,0695 DVH,2021/11/26,11:11 AM,116.0,40,av libertador,R02,IMPAGA
3239,990 XYK,2023/05/07,11:12 AM,,60,Ruta 9,R03,IMPAGA
3240,INTIGR8,2023-03-09,20:19,,80,Av. Libertador,R03,APELADA
3241,NTHG LFT,2023-01-12,11:12 AM,,60,av libertador,R01,IMPAGA
3242,VY 90 540,2023-01-19,11:12 AM,94.0,40,AV LIBERTADOR,R02,PAGADA
3243,29 999 61,2022-02-01,20:19,102.0,80,AV LIBERTADOR,R01,ERROR
3244,M PX 9357,2023/12/07,20:19,,80,Av. Siempre Viva,,ERROR
3245,TL03 GOG,invalid_date,10:11,,60,AV LIBERTADOR,,PAGADA
3246,BM -351,2020-07-15,15:54,,60,Av. Libertador,R02,ERROR
3247,INTIGR8,25/12/2023,10:11,63.0,40,Ruta 9,,PAGADA
3248,M43 1ZW,2023/02/05,11:12 AM,,40,Av. Libertador,R01,PAGADA
3249,GN64 OTP,invalid_date,20:19,99.0,80,ruta 9,R02,PAGADA
3250,INTIGR8,2020-01-14,11:12 AM,86.0,60,av libertador,,IMPAGA
3251,CT5 B876,2021-12-27,invalid_hour,120.0,80,Av. Libertador,R03,APELADA
3252,W326 AVE,2020-07-17,10:11,,60,av libertador,R03,APELADA
3253,409,2020-04-08,10:11,106.0,80,AV LIBERTADOR,R01,APELADA
3254,990 XYK,2023/03/31,10:12,,40,ruta 9,R03,APELADA
3255,,2020-08-11,11:13 AM,,40,AV LIBERTADOR,,ERROR
3256,B 81 JKY,07/09/2020,10:12,,40,Av. Siempre Viva,,APELADA
3257,GCP332,2023-05-17,10:12,33.0,40,Av. Libertador,R03,PAGADA
3258,AI7 OVF,04/04/2021,11:13 AM,,40,ruta 9,R02,IMPAGA
3259,FVIO UHP,2023/11/15,10:12,159.0,80,Av. Siempre Viva,R02,APELADA
3260,M20 CPR,09/06/2023,invalid_hour,,60,ruta 9,,IMPAGA
3261,M PX 9357,invalid_date,15:54,,60,Ruta 9,R02,ERROR
3262,AWS 167,23/09/2023,invalid_hour,,60,Av. Libertador,R02,ERROR
3263,GCP332,2022-04-16,11:13 AM,140.0,80,Ruta 9,R03,APELADA
3264,FD 1475,2023/10/26,11:13 AM,,80,Av. Libertador,R02,ERROR
3265,N HZ 1002,2021-07-04,20:20,110.0,40,Av. Libertador,R02,PAGADA
3266,HK 06 YMX,22/07/2022,10:12,65.0,40,AV LIBERTADOR,R01,IMPAGA
3267,PIW 4215,2022/02/17,invalid_hour,,40,Av. Siempre Viva,R01,APELADA
3268,M20 CPR,2020/02/08,11:13 AM,,80,AV LIBERTADOR,R02,APELADA
3269,66 111 72,invalid_date,15:55,67.0,60,Av. Libertador,R02,PAGADA
3270,BB 8986,2021-08-15,invalid_hour,94.0,40,ruta 9,R02,APELADA
3271,RFH 373,2021/01/03,11:14 AM,76.0,80,av libertador,R01,ERROR
3272,M PX 9357,2023/12/09,invalid_hour,115.0,80,ruta 9,R01,APELADA
3273,66 111 72,invalid_date,15:55,98.0,80,Av. Siempre Viva,R03,PAGADA
3274,UW3932,2021-09-28,11:14 AM,,80,AV LIBERTADOR,R03,PAGADA
3275,WU 341 A,2023-06-17,10:13,124.0,80,ruta 9,R03,PAGADA
3276,N HZ 1002,2024-01-08,20:20,109.0,40,Av Siempre Viva,,APELADA
3277,TL03 GOG,2020-02-02,invalid_hour,,60,Av. Libertador,,ERROR
3278,BHRP 770,2021/04/17,11:14 AM,,60,Av Siempre Viva,R03,PAGADA
3279,HAMSTUR,2023/06/22,10:13,,40,ruta 9,R02,ERROR
3280,FD 1475,2022-06-25,11:14 AM,81.0,80,Av. Siempre Viva,R03,ERROR
3281,M20 CPR,2023/12/25,11:14 AM,94.0,60,AV LIBERTADOR,R02,PAGADA
3282,UW3932,invalid_date,20:20,,60,Av Siempre Viva,R01,APELADA
3283,T0Y DR,2021/09/09,20:20,,40,Av Siempre Viva,R02,APELADA
3284,589222,invalid_date,20:20,93.0,80,Av Siempre Viva,R03,ERROR
3285,T0Y DR,2021-04-16,11:15 AM,87.0,80,AV LIBERTADOR,R01,APELADA
3286,GE 1466,08/12/2020,11:15 AM,,60,Av. Siempre Viva,R03,PAGADA
3287,831 MDB,invalid_date,15:55,116.0,80,Ruta 9,R01,IMPAGA
3288,UM 96 201,invalid_date,11:15 AM,110.0,80,ruta 9,R02,PAGADA
3289,NTHG LFT,2020/05/31,20:21,55.0,60,Av Siempre Viva,R01,ERROR
3290,FVIO UHP,2021/01/13,invalid_hour,52.0,40,av libertador,R01,PAGADA
3291,HAMSTUR,2021/09/14,11:15 AM,134.0,80,AV LIBERTADOR,,APELADA
3292,VNK296 GP,invalid_date,20:21,,40,Av Siempre Viva,,APELADA
3293,YLO8 WUE,invalid_date,11:15 AM,71.0,60,AV LIBERTADOR,R01,ERROR
3294,PIW 4215,2023-07-01,15:55,,40,AV LIBERTADOR,R03,ERROR
3295,WU 341 A,2021-03-04,15:55,118.0,80,AV LIBERTADOR,R01,ERROR
3296,AWS 167,2020-04-21,15:56,,40,Av. Siempre Viva,R01,APELADA
3297,BB 8986,2020-07-06,11:16 AM,,60,ruta 9,R03,ERROR
3298,HF 58 HXP,2022-12-05,20:21,75.0,40,Av. Siempre Viva,R02,IMPAGA
3299,OUTSTDN,05/08/2020,20:21,122.0,80,Av. Libertador,,APELADA
3300,VTII AHV,2021-01-03,invalid_hour,118.0,60,ruta 9,R01,ERROR
3301,VY 90 540,20/07/2020,10:13,,80,Av Siempre Viva,R03,PAGADA
3302,FD 1475,invalid_date,20:21,,80,Av Siempre Viva,R02,PAGADA
3303,CD 056 01,2020/01/02,11:16 AM,115.0,80,Av. Libertador,,PAGADA
3304,29 999 61,27/04/2021,15:56,,80,Ruta 9,,APELADA
3305,NTHG LFT,08/03/2020,10:13,154.0,80,av libertador,R03,APELADA
3306,GN64 OTP,2020/12/03,10:13,138.0,60,Ruta 9,R02,ERROR
3307,TL03 GOG,2020-02-01,11:16 AM,139.0,60,AV LIBERTADOR,R03,APELADA
3308,810 TCH,14/07/2022,10:14,,60,av libertador,R03,PAGADA
3309,DI2 LOT,2023-01-05,11:16 AM,99.0,80,ruta 9,R01,IMPAGA
3310,UM 96 201,2023-01-19,20:22,,40,Av. Siempre Viva,,IMPAGA
3311,BHRP 770,01/06/2022,20:22,90.0,60,av libertador,R02,APELADA
3312,J1S1,invalid_date,10:14,150.0,80,ruta 9,,APELADA
3313,TL03 GOG,2022-02-04,20:22,111.0,80,Av Siempre Viva,,PAGADA
3314,VNK296 GP,2022/10/10,invalid_hour,,40,Av. Siempre Viva,,APELADA
3315,6EVY261,2022/02/19,10:14,151.0,80,Ruta 9,R02,PAGADA
3316,0695 DVH,invalid_date,11:16 AM,110.0,60,ruta 9,,ERROR
3317,M20 CPR,2022-12-02,10:14,133.0,80,Av. Libertador,R02,ERROR
3318,VY 90 540,2021/03/01,invalid_hour,,60,Av. Siempre Viva,R01,IMPAGA
3319,NTHG LFT,invalid_date,invalid_hour,,40,Ruta 9,R02,ERROR
3320,VNK296 GP,2020/09/12,20:22,153.0,80,av libertador,R03,PAGADA
3321,HF 3461,2020-03-18,15:56,82.0,80,ruta 9,R03,ERROR
3322,WU08 YWC,2020-06-21,20:22,100.0,40,Av. Libertador,R02,IMPAGA
3323,B 81 JKY,2020/08/18,invalid_hour,145.0,80,Av Siempre Viva,,APELADA
3324,810 TCH,2022-07-17,11:17 AM,,60,AV LIBERTADOR,R02,IMPAGA
3325,810 TCH,2022-03-25,10:14,,80,Av. Libertador,R02,PAGADA
3326,MX60 NZA,2023-03-14,10:15,79.0,80,Av Siempre Viva,,APELADA
3327,B 81 JKY,invalid_date,10:15,,80,Av. Siempre Viva,,IMPAGA
3328,WE FLYN,16/12/2020,15:56,132.0,80,AV LIBERTADOR,R01,IMPAGA
3329,UW3932,2022-06-10,15:56,,80,AV LIBERTADOR,R01,APELADA
3330,6NCE831,2020/07/05,20:23,78.0,60,av libertador,R03,IMPAGA
3331,DI2 LOT,2023-04-19,invalid_hour,,80,Av. Libertador,,PAGADA
3332,99 998 68,invalid_date,invalid_hour,,80,ruta 9,,PAGADA
3333,MX60 NZA,2023/05/18,11:17 AM,56.0,40,ruta 9,R02,PAGADA
3334,RFH 373,2021/04/09,11:17 AM,,80,Av. Libertador,R02,IMPAGA
3335,DI2 LOT,2022/02/17,15:57,,80,ruta 9,,ERROR
3336,6NCE831,2023/09/20,20:23,153.0,80,AV LIBERTADOR,R03,IMPAGA
3337,HF 58 HXP,invalid_date,10:15,,80,Av. Siempre Viva,R02,ERROR
3338,PIW 4215,2023/07/19,11:17 AM,155.0,80,av libertador,R01,ERROR
3339,T0Y DR,30/12/2023,20:23,62.0,40,Av Siempre Viva,R03,IMPAGA
3340,AWS 167,invalid_date,10:15,89.0,80,Av. Siempre Viva,,APELADA
3341,UW3932,2020-04-23,11:17 AM,,40,av libertador,,PAGADA
3342,GLEN1E,2022/01/19,10:15,,80,Av Siempre Viva,R03,PAGADA
3343,W326 AVE,2022/12/27,10:16,,40,Av. Libertador,,APELADA
3344,DK 414 N,23/06/2022,10:16,,80,av libertador,R03,ERROR
3345,NTHG LFT,2021-03-02,10:16,100.0,40,Av. Libertador,R03,IMPAGA
3346,3646 HBH,2021-02-16,10:16,106.0,80,ruta 9,R01,IMPAGA
3347,691 XC 80,invalid_date,15:57,51.0,40,ruta 9,R01,IMPAGA
3348,OUTSTDN,invalid_date,15:57,116.0,40,AV LIBERTADOR,R03,PAGADA
3349,0695 DVH,2021-07-27,20:23,,80,av libertador,,APELADA
3350,57 777 70,invalid_date,invalid_hour,135.0,60,Av Siempre Viva,R02,PAGADA
3351,W326 AVE,invalid_date,10:16,,40,av libertador,R01,IMPAGA
3352,HAMSTUR,2022/07/20,20:23,,80,Av. Libertador,R01,IMPAGA
3353,WU08 YWC,invalid_date,invalid_hour,82.0,80,Av Siempre Viva,R03,IMPAGA
3354,DI2 LOT,03/09/2020,11:18 AM,132.0,80,Ruta 9,R03,IMPAGA
3355,0695 DVH,2020-02-10,15:57,59.0,40,Ruta 9,R02,IMPAGA
